,Brand,Application,Os,Resolution,Sound_Output,Refresh_Rate,USB,Rating,Price,HDMI,Screen_size
708,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
709,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
710,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
711,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
712,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
713,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
714,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
715,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
716,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
717,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
718,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
719,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
720,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
721,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
722,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
723,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
724,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
725,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
726,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
727,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
728,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
729,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
730,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
731,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
732,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
733,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
734,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
735,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
736,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
737,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
738,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
739,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
740,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
741,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
742,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
743,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
744,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
745,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
746,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
747,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
748,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
749,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
750,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
751,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
752,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
753,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
754,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
755,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
756,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
757,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
758,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
759,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
760,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
761,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
762,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
763,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
764,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
765,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
766,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
767,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
768,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
769,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
770,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
771,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
772,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
773,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
774,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
775,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
776,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
777,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
778,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
779,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
780,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
781,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
782,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
783,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
784,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
785,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
786,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
787,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
788,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
789,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
790,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
791,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
792,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
793,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
794,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
795,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
796,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
797,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
798,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
799,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
800,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
801,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
802,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
803,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
804,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
805,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
806,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
807,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
808,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
809,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
810,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
811,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
812,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
813,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
814,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
815,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
816,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
817,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
818,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
819,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
820,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
821,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
822,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
823,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
824,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
825,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
826,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
827,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
828,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
829,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
830,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
831,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
832,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
833,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
834,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
835,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
836,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
837,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
838,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
839,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
840,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
841,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
842,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
843,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
844,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
845,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
846,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
847,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
848,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
849,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
850,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
851,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
852,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
853,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
854,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
855,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
856,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
857,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
858,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
859,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
860,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
861,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
862,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
863,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
864,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
865,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
866,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
867,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
868,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
869,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
870,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
871,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
872,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
873,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
874,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
875,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
876,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
877,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
878,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
879,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
880,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
881,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
882,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
883,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
884,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
885,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
886,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
887,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
888,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
889,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
890,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
891,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
892,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
893,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
894,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
895,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
896,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
897,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
898,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
899,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
900,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
901,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
902,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
903,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
904,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
905,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
906,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
907,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
908,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
909,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
910,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
911,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
912,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
913,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
914,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
915,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
916,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
917,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
918,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
919,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
920,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
921,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
922,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
923,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
924,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
925,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
926,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
927,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
928,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
929,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
930,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
931,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
932,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
933,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
934,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
935,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
936,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
937,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
