,Brand,Application,Os,Resolution,Sound_Output,Refresh_Rate,USB,Rating,Price,HDMI,Screen_size
1165,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1166,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1167,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1168,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1169,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1170,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1171,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1172,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1173,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1174,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1175,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
1176,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1177,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
1178,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1179,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1180,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1181,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1182,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1183,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1184,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1185,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1186,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1187,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1188,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1189,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1190,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1191,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1192,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1193,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1194,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1195,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1196,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1197,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1198,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
1199,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1200,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1201,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
1202,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1203,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1204,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1205,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1206,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1207,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1208,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1209,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1210,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1211,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1212,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1213,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1214,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1215,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1216,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1217,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1218,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1219,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1220,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1221,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1222,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
1223,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1224,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1225,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
1226,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1227,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1228,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1229,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1230,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1231,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1232,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1233,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1234,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1235,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1236,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1237,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1238,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1239,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1240,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1241,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1242,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1243,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1244,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1245,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1246,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1247,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
1248,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1249,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
1250,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1251,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1252,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1253,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1254,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1255,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1256,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1257,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1258,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1259,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1260,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1261,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1262,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1263,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1264,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1265,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1266,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1267,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1268,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1269,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1270,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1271,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
1272,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1273,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1274,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1275,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1276,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1277,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1278,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1279,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1280,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1281,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1282,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1283,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1284,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1285,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1286,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1287,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1288,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1289,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1290,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1291,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1292,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1293,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
1294,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1295,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
1296,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1297,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1298,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1299,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1300,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1301,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1302,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1303,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1304,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1305,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1306,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1307,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1308,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1309,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1310,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1311,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1312,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1313,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1314,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1315,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1316,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1317,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
1318,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1319,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
1320,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1321,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
1322,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1323,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1324,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1325,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1326,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1327,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1328,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1329,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1330,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1331,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1332,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1333,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1334,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1335,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1336,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1337,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1338,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1339,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1340,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1341,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1342,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1343,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
1344,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1345,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1346,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1347,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1348,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1349,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1350,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1351,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1352,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1353,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1354,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1355,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1356,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1357,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1358,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1359,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1360,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1361,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1362,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1363,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1364,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1365,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1366,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
1367,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
1368,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1369,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
1370,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1371,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1372,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1373,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1374,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1375,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1376,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1377,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1378,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1379,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1380,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1381,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1382,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1383,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1384,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1385,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1386,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1387,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1388,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1389,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1390,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
